text,label
"kubectl get pods shows CrashLoopBackOff - troubleshoot steps",ops
"pod stuck in ImagePullBackOff - how to debug",ops
"kubectl describe pod shows FailedScheduling - what to check",ops
"service has no endpoints in Kubernetes - diagnose",ops
"ingress returns 503 - debug ingress controller and service",ops
"kubernetes readiness probe failing intermittently - root causes",ops
"liveness probe kills pod - how to tune",ops
"node NotReady after reboot - investigation checklist",ops
"kubelet keeps restarting - where to look",ops
"coredns pods restarting - debug DNS in cluster",ops
"pod cannot resolve DNS names - troubleshoot CoreDNS",ops
"kubernetes cluster API server timeout - what to check",ops
"kubectl commands are slow - diagnose latency",ops
"cannot connect to the Kubernetes cluster - x509 certificate error",ops
"kubernetes certificate expired - renewal steps",ops
"kubeadm join fails - token or discovery issues",ops
"etcd health check failing - how to debug",ops
"pod stuck in Terminating - force delete considerations",ops
"daemonset not scheduling on all nodes - reasons",ops
"persistent volume stuck Pending - storage class mismatch",ops
"PVC bound but pod cannot mount volume - debug",ops
"volume mount permission denied inside pod - fix",ops
"statefulset pods not coming up - ordered startup issues",ops
"horizontal pod autoscaler not scaling - verify metrics",ops
"metrics-server not reporting - troubleshoot",ops
"pod OOMKilled - determine memory limits and leaks",ops
"container CPU throttling - how to detect and mitigate",ops
"kubernetes evicted pods due to disk pressure - remediation",ops
"node disk pressure - cleanup strategy",ops
"ingress TLS handshake error - certificate/ALB issues",ops
"ALB ingress created multiple load balancers unexpectedly - debug grouping",ops
"ingress path routing not working as expected - ordering rules",ops
"nginx ingress returns 404 for path - rewrite configuration",ops
"service type LoadBalancer not getting external IP - diagnose",ops
"clusterIP service unreachable from pod - network policy?",ops
"network policy blocks traffic - how to validate",ops
"calico kube-controllers crash - troubleshoot",ops
"flannel pods not ready - fix overlay networking",ops
"iptables rules interfering with Kubernetes - troubleshooting",ops
"cni plugin error: failed to set up sandbox - debug",ops
"containerd not running on node - how to recover",ops
"dockerd fails to start after update - diagnose",ops
"docker container exits immediately - inspect and debug",ops
"docker logs show permission denied writing files - fix user/volume",ops
"docker build fails: no space left on device - cleanup",ops
"docker compose up fails due to port already in use - resolve",ops
"docker compose service cannot reach another service by name - network debug",ops
"docker compose env_file precedence confusion - resolve",ops
"docker compose build requires buildx newer version - fix buildx",ops
"docker buildx not found - install and configure plugin",ops
"multi-stage Dockerfile copy fails: file not found - diagnose stages",ops
"Dockerfile CMD not executed as expected - entrypoint vs command issue",ops
"Docker healthcheck failing - interpret statuses",ops
"Docker container cannot connect to host service - networking options",ops
"Docker on Mac: compose replicas and port assignment strategy",ops
"Docker compose scale with reverse proxy - implement routing",ops
"nginx reverse proxy returns 502 to upstream container - debug",ops
"TLS termination at reverse proxy - backend protocol mismatch",ops
"python app in container cannot resolve DNS - check resolv.conf",ops
"container time drift issues - sync time settings",ops
"linux systemd service keeps restarting - check journalctl",ops
"ssh connection refused to server - troubleshooting steps",ops
"sshd config change locked me out - recovery steps",ops
"sudoers misconfiguration prevents sudo - fix safely",ops
"linux disk full - identify large directories quickly",ops
"tmpfs filling up - how to diagnose and clean",ops
"permission denied on /var/log - fix ownership and permissions",ops
"cron job not running - debug cron logs and environment",ops
"system DNS resolution broken - troubleshoot resolv.conf and systemd-resolved",ops
"routing table missing default route - restore connectivity",ops
"iptables blocks outbound traffic - debug rule order",ops
"firewalld rules not applied - troubleshoot zones",ops
"TLS certificate chain incomplete - browsers reject - fix chain",ops
"x509 unknown authority when calling API - add CA cert",ops
"curl works but app fails TLS - diagnose trust store",ops
"nginx config test fails - locate syntax error",ops
"nginx reload fails - check error logs",ops
"apache not starting due to port conflict - resolve",ops
"postgres connection refused from app - network or auth issue",ops
"redis connection timeout inside cluster - debug service",ops
"mongodb replica set not forming - debug election",ops
"mysql slow queries - find root cause quickly",ops
"AWS EC2 instance cannot reach internet in private subnet - NAT route",ops
"AWS security group allows but still blocked - NACL check",ops
"AWS VPC flow logs show REJECT - interpret",ops
"AWS ALB returns 504 - investigate target health and timeouts",ops
"AWS NLB health checks failing - troubleshoot listener and target port",ops
"AWS IAM access denied - identify missing permissions",ops
"AWS STS assume role fails with AccessDenied - debug trust policy",ops
"AWS SSO login works locally but CI fails - troubleshoot credentials",ops
"AWS Lambda timeout - optimize and adjust settings",ops
"AWS Lambda cannot access VPC resource - subnet/SG configuration",ops
"AWS Lambda cannot import module - packaging issue",ops
"AWS Lambda triggered twice unexpectedly - event source debugging",ops
"AWS S3 event not triggering Lambda - verify notifications",ops
"AWS SQS consumer not receiving messages - diagnose visibility timeout",ops
"AWS DynamoDB throttling - mitigate with capacity and backoff",ops
"AWS Redshift connection fails from Lambda - network and credentials",ops
"Terraform plan differs each run - diagnose drift and ordering",ops
"Terraform apply stuck acquiring state lock - resolve lock issues",ops
"Terraform backend init fails - S3/KMS permissions",ops
"Terraform module output not found - fix references",ops
"Terraform provider alias misconfigured - debug multiple providers",ops
"Terraform dependency cycle detected - refactor",ops
"Terraform resource recreation on no changes - identify forces new",ops
"Terragrunt include and dependency issues - troubleshoot",ops
"Helm install fails: cannot re-use a name that is still in use",ops
"Helm upgrade fails due to immutable field - strategy",ops
"Helm chart values not applied - debug value precedence",ops
"ArgoCD app OutOfSync but resources look correct - investigate",ops
"ArgoCD cannot access repo - credentials and connectivity",ops
"GitHub Actions workflow failing to authenticate to AWS - OIDC debug",ops
"GitHub Actions uses wrong environment variables - fix context",ops
"CI pipeline fails only on runner - dependency mismatch",ops
"container build fails due to missing build deps - add build stage packages",ops
"python pip install fails behind proxy - configure pip and certs",ops
"python app crashes on startup in container - capture stack trace",ops
"gunicorn worker timeout - tune workers and timeouts",ops
"uvicorn reload not working in container - volume mount issue",ops
"fastapi returns 422 unexpectedly - request schema mismatch",ops
"api returns 500 with no logs - enable structured logging",ops
"structured JSON logs in containers - how to configure",ops
"log rotation not happening - fix logging driver or config",ops
"OpenTelemetry collector not exporting logs - pipeline debug",ops
"Prometheus scrape target down - troubleshoot service discovery",ops
"Grafana shows no data - check datasource and metrics",ops
"Jaeger not receiving traces - verify instrumentation",ops
"node exporter missing metrics - validate endpoint",ops
"kubernetes events show BackOff restarting failed container - interpret",ops
"container registry auth fails - docker login and credentials store",ops
"image pull from private registry fails in k8s - imagePullSecrets",ops
"certificate manager not issuing cert - ACME challenges failing",ops
"ingress annotation ignored - wrong ingressClass?",ops
"multiple ingress controllers installed - traffic goes to wrong one",ops
"service account lacks permissions - RBAC forbidden errors",ops
"clusterrolebinding misconfigured - fix access",ops
"pod cannot access AWS metadata - IMDSv2 settings",ops
"IRSA not working - validate OIDC provider and annotations",ops
"application cannot bind to port in container - permission or conflict",ops
"graceful shutdown not working - signal handling in container",ops
"high latency between services in compose network - debug DNS and routing",ops
"container cannot reach another container after restart - name resolution issues",ops
"compose network created but containers isolated - fix network configuration",ops
"unexpected 404 from backend - check gateway routing and paths",ops
"gateway returns 502 - upstream service unhealthy",ops
"healthcheck passes but app still fails requests - improve health endpoint",ops
"cpu usage spikes under load - profile and optimize",ops
"memory leak suspected - monitor and reproduce",ops
"file descriptor limit reached - increase ulimit and fix leaks",ops
"too many open files error in container - diagnose ulimits",ops
"TLS between services required - configure mTLS locally",ops
"api requests fail with CORS in browser - configure CORS middleware",ops
"static files not served from FastAPI - correct mounting",ops
"docker compose down deletes volumes unexpectedly - avoid data loss",ops
"bind mount path invalid on Windows - adjust compose paths",ops
"line endings CRLF cause script failure in container - fix",ops
"python package builds fail on alpine - switch base image or add deps",ops
"musl vs glibc compatibility issue in container - resolve",ops
"container time zone incorrect - set TZ env and verify",ops
"web UI not loading - confirm gateway serves index.html",ops
"api returns slow responses - add timing instrumentation",ops
"what is a reverse proxy and how does it work",search
"explain docker networking modes bridge host overlay",search
"compare nginx ingress vs traefik",search
"what is kubernetes ingress",search
"explain difference between service and ingress in kubernetes",search
"what is docker compose and when to use it",search
"compare docker compose vs kubernetes",search
"what is a container image",search
"explain multi stage dockerfile benefits",search
"what is docker buildx",search
"compare alpine vs debian base images",search
"what is a healthcheck in docker",search
"explain entrypoint vs command in docker",search
"what is tfidf in machine learning",search
"explain logistic regression in simple terms",search
"what is intent classification",search
"how does text classification work",search
"what is machine learning inference",search
"what is the difference between ai and machine learning",search
"explain supervised vs unsupervised learning",search
"what is overfitting in machine learning",search
"what is a confusion matrix",search
"explain precision recall and accuracy",search
"what is probability thresholding in classifiers",search
"how does predict_proba work",search
"what is an api gateway",search
"explain microservices architecture",search
"what is service to service communication",search
"compare monolith vs microservices",search
"what is an application load balancer",search
"explain http status codes",search
"what does http 404 mean",search
"what is graceful degradation in systems",search
"what is fallback routing",search
"explain circuit breaker pattern",search
"what is idempotency in apis",search
"what is request tracing",search
"explain correlation ids",search
"what is structured logging",search
"what is observability",search
"explain logs metrics and traces",search
"what is prometheus",search
"what is grafana used for",search
"what is opentelemetry",search
"what is jaeger",search
"what is a sidecar pattern",search
"what is a service mesh",search
"compare service mesh vs api gateway",search
"what is dns based service discovery",search
"what is round robin load balancing",search
"what is sticky sessions",search
"what is rate limiting",search
"explain retries and backoff",search
"what is timeout vs retry",search
"what is tls termination",search
"what is mtls",search
"what is a certificate authority",search
"what is x509 certificate",search
"what is a trust store",search
"what is a private ca",search
"what is oauth",search
"what is oidc",search
"what is aws iam",search
"what is aws sts",search
"what is assume role",search
"what is aws sso",search
"what is aws vpc",search
"explain subnets route tables and gateways",search
"what is nat gateway",search
"what is internet gateway",search
"what is security group",search
"what is network acl",search
"what are vpc flow logs",search
"what is aws alb vs nlb",search
"what is aws lambda",search
"what is serverless computing",search
"what is cold start",search
"what is aws sqs",search
"what is message queue",search
"what is event driven architecture",search
"what is aws dynamodb",search
"what is nosql database",search
"what is aws redshift",search
"what is data warehouse",search
"what is terraform",search
"what is infrastructure as code",search
"what is terraform state",search
"what is remote backend in terraform",search
"what is terragrunt",search
"what is helm in kubernetes",search
"what is a helm chart",search
"what are helm values",search
"what is argocd",search
"what is gitops",search
"what is continuous delivery",search
"what is continuous deployment",search
"what is cicd pipeline",search
"what is github actions",search
"what is oidc authentication",search
"what is zero trust security",search
"what is principle of least privilege",search
"what is rbac",search
"what is service account",search
"what is kubernetes namespace",search
"what is a pod",search
"what is a deployment in kubernetes",search
"what is a statefulset",search
"what is a daemonset",search
"what is a configmap",search
"what is a secret in kubernetes",search
"what is hpa",search
"what is autoscaling",search
"what is cpu throttling",search
"what is oomkill",search
"what is container orchestration",search
"what is linux namespace",search
"what is cgroup",search
"what is process isolation",search
"what is systemd",search
"what is journald",search
"what is cron",search
"what is ssh",search
"what is tls handshake",search
"what is dns resolution",search
"what is iptables",search
"what is firewall",search
"what is reverse dns",search
"what is load testing",search
"what is latency vs throughput",search
"what is capacity planning",search
"what is blue green deployment",search
"what is canary deployment",search
"what is feature flag",search
"what is chaos engineering",search
"what is sre",search
"what is devops",search
"what is platform engineering",search
"what is cloud native",search
"what is container registry",search
"what is docker hub",search
"what is image tagging",search
"what is semantic versioning",search
"what is api versioning",search
"what is backward compatibility",search
"what is forward compatibility",search
"what is retry storm",search
"what is thundering herd problem",search
"what is caching",search
"what is cdn",search
"what is http keep alive",search
"what is grpc",search
"what is rest api",search
"what is openapi specification",search
"what is json schema",search
"what is yaml used for",search
"what is env file in docker compose",search
"what is compose profile",search
"what are compose anchors and aliases",search
"detect objects in an image",image
"identify people in a photo",image
"blur faces in a picture",image
"generate captions for an image",image
"classify objects in this photo",image
"extract text from an image using ocr",image
"convert scanned image to text",image
"detect license plates in images",image
"recognize faces in a photo",image
"count people in an image",image
"detect animals in wildlife photos",image
"detect cars and traffic signs in image",image
"segment foreground and background in image",image
"remove background from an image",image
"enhance image quality using ai",image
"denoise a noisy image",image
"sharpen a blurry photo",image
"resize image while keeping aspect ratio",image
"crop image automatically around subject",image
"detect edges in image",image
"detect text regions in image",image
"translate text found in image",image
"read handwriting from image",image
"detect barcodes in image",image
"scan qr code from photo",image
"classify image content",image
"detect emotions from facial expression in image",image
"detect age and gender from face image",image
"detect pose in human image",image
"recognize landmarks in images",image
"detect logos in images",image
"detect brand logos in photo",image
"analyze medical image for anomalies",image
"classify xray image",image
"detect tumors in medical images",image
"detect cracks in infrastructure images",image
"inspect product defects using images",image
"detect scratches in manufacturing images",image
"compare two images for similarity",image
"find differences between two images",image
"image similarity search",image
"reverse image search",image
"find visually similar images",image
"detect duplicates in image dataset",image
"extract dominant colors from image",image
"identify color palette of image",image
"classify image style",image
"detect nsfw content in images",image
"detect inappropriate images",image
"moderate image content",image
"recognize handwritten digits from image",image
"classify handwritten characters",image
"digit recognition from scanned image",image
"detect objects in satellite imagery",image
"analyze aerial photos",image
"count buildings in satellite image",image
"detect roads in satellite images",image
"analyze drone footage frames",image
"detect motion between frames",image
"extract frames from video for analysis",image
"perform image classification on video frames",image
"detect faces in video frames",image
"track objects across frames",image
"optical character recognition on receipts",image
"scan receipt image",image
"extract invoice data from image",image
"extract table from image",image
"document layout analysis from image",image
"detect stamps and signatures in image",image
"verify signature from scanned image",image
"analyze image histogram",image
"detect exposure issues in image",image
"detect overexposed regions in photo",image
"correct white balance in image",image
"image color correction",image
"apply style transfer to image",image
"convert image to grayscale",image
"convert image format",image
"compress image without quality loss",image
"estimate depth from image",image
"detect 3d structure from image",image
"image super resolution",image
"upscale low resolution image",image
"image restoration",image
"remove image artifacts",image
"detect keypoints in image",image
"feature extraction from image",image
"image feature matching",image
"classify document image type",image
"detect charts in image",image
"extract data from chart image",image
"recognize handwritten notes from photo",image
"read whiteboard photo",image
"detect faces with masks in image",image
"count crowd density from image",image
"detect smoke or fire in image",image
"detect flooding in images",image
"detect damage from disaster images",image
"detect potholes in road images",image
"detect defects in pcb images",image
"industrial visual inspection",image
"detect missing components in image",image
"detect anomalies in image data",image
"visual anomaly detection",image
"detect changes between images over time",image
"image change detection",image
"semantic segmentation of image",image
"instance segmentation in image",image
"panoptic segmentation of image",image
"image classification with convolutional neural networks",image
"object detection using yolo",image
"image recognition using ai",image
"computer vision image analysis",image
"process uploaded image file",image
"analyze jpg image",image
"analyze png image",image
"detect objects in uploaded photo",image
"read image from disk and analyze",image
"process base64 encoded image",image
"image processing pipeline",image
"batch process images",image
"analyze image dataset",image
"hello",unknown
"hi",unknown
"hey",unknown
"good morning",unknown
"good evening",unknown
"how are you",unknown
"what's up",unknown
"sup",unknown
"yo",unknown
"nice to meet you",unknown
"tell me a joke",unknown
"make me laugh",unknown
"say something funny",unknown
"do you like music",unknown
"what is your favorite color",unknown
"what do you think about life",unknown
"what is love",unknown
"who are you",unknown
"are you human",unknown
"do you have feelings",unknown
"can you think",unknown
"what do you feel right now",unknown
"what should I eat today",unknown
"recommend a movie",unknown
"recommend a book",unknown
"what's the best song ever",unknown
"sing me a song",unknown
"write me a poem",unknown
"tell me a story",unknown
"once upon a time",unknown
"can you help me",unknown
"help",unknown
"i need help",unknown
"something is wrong",unknown
"this is weird",unknown
"that doesn't work",unknown
"why",unknown
"how",unknown
"what",unknown
"when",unknown
"where",unknown
"who",unknown
"asdf",unknown
"asdf qwer zxcv",unknown
"lorem ipsum",unknown
"random text",unknown
"blah blah blah",unknown
"123456",unknown
"!!!!",unknown
"????",unknown
"......",unknown
"test",unknown
"testing",unknown
"just testing",unknown
"does this work",unknown
"is this on",unknown
"ping",unknown
"pong",unknown
"ok",unknown
"okay",unknown
"sure",unknown
"cool",unknown
"nice",unknown
"thanks",unknown
"thank you",unknown
"thx",unknown
"pls",unknown
"please",unknown
"can you do that",unknown
"can you do this",unknown
"can you explain",unknown
"i don't understand",unknown
"that makes no sense",unknown
"what is going on",unknown
"why is this happening",unknown
"this is confusing",unknown
"i am confused",unknown
"huh",unknown
"umm",unknown
"erm",unknown
"lol",unknown
"haha",unknown
"rofl",unknown
"lmao",unknown
":)",unknown
":(",unknown
";)",unknown
"<3",unknown
"¯\\_(ツ)_/¯",unknown
"what time is it",unknown
"what day is today",unknown
"what's the weather",unknown
"is it raining",unknown
"how hot is it",unknown
"where am i",unknown
"where are you",unknown
"are we there yet",unknown
"what does this mean",unknown
"explain this",unknown
"can you clarify",unknown
"does that matter",unknown
"maybe",unknown
"perhaps",unknown
"i guess",unknown
"not sure",unknown
"whatever",unknown
"doesn't matter",unknown
"never mind",unknown
"forget it",unknown
"ignore that",unknown
"cancel",unknown
"stop",unknown
"exit",unknown
"quit",unknown
"bye",unknown
"goodbye",unknown
"see you later",unknown
"talk to you later",unknown
"farewell",unknown
"have a nice day",unknown
"good luck",unknown
"cheers",unknown
"random question",unknown
"off topic",unknown
"this is off topic",unknown
"something else",unknown
"another thing",unknown
"one more thing",unknown
"by the way",unknown
"also",unknown
"anyway",unknown
"moving on",unknown
"just curious",unknown
"out of curiosity",unknown
"for fun",unknown
"for no reason",unknown
"because why not",unknown